home_team,away_team,Attendance,Round,Host,Year,Date,home_score,away_score,result,home_rank,home_points,confederation_x,away_rank,away_points,confederation_y,ranking_difference,points_difference,home_team_power,away_team_power,team_power_difference
Switzerland,Ukraine,45000,Round of 16,Germany,2006,2006-06-26,0,0,draw,35.0,648.0,UEFA,45.0,609.0,UEFA,10.0,39.0,64.68190576923077,62.22655134615384,2.455354423076926
Italy,Australia,46000,Round of 16,Germany,2006,2006-06-26,1,0,home_win,13.0,728.0,UEFA,42.0,612.0,AFC,29.0,116.0,68.45827307692308,59.69487971153847,8.763393365384609
Spain,France,43000,Round of 16,Germany,2006,2006-06-27,1,3,away_win,5.0,756.0,UEFA,8.0,749.0,UEFA,3.0,7.0,71.50423846153845,69.714,1.7902384615384506
Brazil,Ghana,65000,Round of 16,Germany,2006,2006-06-27,3,0,home_win,1.0,827.0,CONMEBOL,48.0,600.0,CAF,47.0,227.0,71.18102653846155,63.09506576923078,8.085960769230773
Italy,Ukraine,50000,Quarter-finals,Germany,2006,2006-06-30,3,0,home_win,13.0,728.0,UEFA,45.0,609.0,UEFA,32.0,119.0,68.45827307692308,62.22655134615384,6.231721730769237
Germany,Argentina,72000,Quarter-finals,Germany,2006,2006-06-30,1,1,draw,19.0,696.0,UEFA,9.0,746.0,CONMEBOL,-10.0,-50.0,69.83241730769232,67.99343846153849,1.8389788461538359
Brazil,France,48000,Quarter-finals,Germany,2006,2006-07-01,0,1,away_win,1.0,827.0,CONMEBOL,8.0,749.0,UEFA,7.0,78.0,71.18102653846155,69.714,1.4670265384615533
England,Portugal,52000,Quarter-finals,Germany,2006,2006-07-01,0,0,draw,10.0,741.0,UEFA,7.0,750.0,UEFA,-3.0,-9.0,68.18326346153846,68.66904192307692,-0.48577846153845883
Germany,Italy,65000,Semi-finals,Germany,2006,2006-07-04,0,2,away_win,19.0,696.0,UEFA,13.0,728.0,UEFA,-6.0,-32.0,69.83241730769232,68.45827307692308,1.3741442307692466
Portugal,France,66000,Semi-finals,Germany,2006,2006-07-05,0,1,away_win,7.0,750.0,UEFA,8.0,749.0,UEFA,1.0,1.0,68.66904192307692,69.714,-1.0449580769230806
Germany,Portugal,52000,Third-place match,Germany,2006,2006-07-08,3,1,home_win,19.0,696.0,UEFA,7.0,750.0,UEFA,-12.0,-54.0,69.83241730769232,68.66904192307692,1.1633753846154065
Italy,France,69000,Final,Germany,2006,2006-07-09,1,1,draw,13.0,728.0,UEFA,8.0,749.0,UEFA,-5.0,-21.0,68.45827307692308,69.714,-1.2557269230769208
South Africa,Mexico,84490,Group stage,South Africa,2010,2010-06-11,1,1,draw,83.0,392.0,CAF,17.0,895.0,CONCACAF,-66.0,-503.0,58.53896730769231,64.15167115384617,-5.612703846153856
Uruguay,France,64100,Group stage,South Africa,2010,2010-06-11,0,0,draw,16.0,899.0,CONMEBOL,9.0,1044.0,UEFA,-7.0,-145.0,65.00322653846155,69.714,-4.710773461538452
England,United States,38646,Group stage,South Africa,2010,2010-06-12,1,1,draw,8.0,1068.0,UEFA,14.0,957.0,CONCACAF,6.0,111.0,68.18326346153846,62.40566538461539,5.77759807692307
Argentina,Nigeria,55686,Group stage,South Africa,2010,2010-06-12,1,0,home_win,7.0,1076.0,CONMEBOL,21.0,883.0,CAF,14.0,193.0,67.99343846153849,60.60471115384616,7.388727307692328
South Korea,Greece,31513,Group stage,South Africa,2010,2010-06-12,2,0,home_win,47.0,632.0,AFC,13.0,964.0,UEFA,-34.0,-332.0,,61.26938317307693,
Germany,Australia,62660,Group stage,South Africa,2010,2010-06-13,4,0,home_win,6.0,1082.0,UEFA,20.0,886.0,AFC,14.0,196.0,69.83241730769232,59.69487971153847,10.137537596153855
Serbia,Ghana,38833,Group stage,South Africa,2010,2010-06-13,0,1,away_win,15.0,947.0,UEFA,32.0,800.0,CAF,17.0,147.0,64.93045615384615,63.09506576923078,1.8353903846153727
Algeria,Slovenia,30325,Group stage,South Africa,2010,2010-06-13,0,1,away_win,30.0,821.0,CAF,25.0,860.0,UEFA,-5.0,-39.0,62.31388865384615,59.45073961538462,2.863149038461529
Italy,Paraguay,62869,Group stage,South Africa,2010,2010-06-14,1,1,draw,5.0,1184.0,UEFA,31.0,820.0,CONMEBOL,26.0,364.0,68.45827307692308,61.38765480769232,7.070618269230756
Japan,Cameroon,30620,Group stage,South Africa,2010,2010-06-14,1,0,home_win,45.0,682.0,AFC,19.0,887.0,CAF,-26.0,-205.0,61.568284519230765,59.91948615384615,1.6487983653846143
Netherlands,Denmark,83465,Group stage,South Africa,2010,2010-06-14,2,0,home_win,4.0,1231.0,UEFA,36.0,767.0,UEFA,32.0,464.0,66.82286346153847,64.05919923076922,2.763664230769251
Brazil,North Korea,54331,Group stage,South Africa,2010,2010-06-15,2,1,home_win,1.0,1611.0,CONMEBOL,105.0,285.0,AFC,104.0,1326.0,71.18102653846155,,
Côte d'Ivoire,Portugal,37034,Group stage,South Africa,2010,2010-06-15,0,0,draw,27.0,856.0,CAF,3.0,1249.0,UEFA,-24.0,-393.0,,68.66904192307692,
New Zealand,Slovakia,23871,Group stage,South Africa,2010,2010-06-15,1,1,draw,78.0,410.0,OFC,34.0,777.0,UEFA,-44.0,-367.0,53.55966451923077,58.77176490384615,-5.2121003846153755
Honduras,Chile,32664,Group stage,South Africa,2010,2010-06-16,0,1,away_win,38.0,734.0,CONCACAF,18.0,888.0,CONMEBOL,-20.0,-154.0,56.29921266666667,63.52331596153847,-7.224103294871803
South Africa,Uruguay,42658,Group stage,South Africa,2010,2010-06-16,0,3,away_win,83.0,392.0,CAF,16.0,899.0,CONMEBOL,-67.0,-507.0,58.53896730769231,65.00322653846155,-6.464259230769237
Spain,Switzerland,62453,Group stage,South Africa,2010,2010-06-16,0,1,away_win,2.0,1565.0,UEFA,24.0,866.0,UEFA,22.0,699.0,71.50423846153845,64.68190576923077,6.822332692307683
Greece,Nigeria,31593,Group stage,South Africa,2010,2010-06-17,2,1,home_win,13.0,964.0,UEFA,21.0,883.0,CAF,8.0,81.0,61.26938317307693,60.60471115384616,0.6646720192307711
France,Mexico,35370,Group stage,South Africa,2010,2010-06-17,0,2,away_win,9.0,1044.0,UEFA,17.0,895.0,CONCACAF,8.0,149.0,69.714,64.15167115384617,5.562328846153832
Argentina,South Korea,82174,Group stage,South Africa,2010,2010-06-17,4,1,home_win,7.0,1076.0,CONMEBOL,47.0,632.0,AFC,40.0,444.0,67.99343846153849,,
England,Algeria,64100,Group stage,South Africa,2010,2010-06-18,0,0,draw,8.0,1068.0,UEFA,30.0,821.0,CAF,22.0,247.0,68.18326346153846,62.31388865384615,5.86937480769231
Slovenia,United States,45573,Group stage,South Africa,2010,2010-06-18,2,2,draw,25.0,860.0,UEFA,14.0,957.0,CONCACAF,-11.0,-97.0,59.45073961538462,62.40566538461539,-2.954925769230769
Germany,Serbia,38294,Group stage,South Africa,2010,2010-06-18,0,1,away_win,6.0,1082.0,UEFA,15.0,947.0,UEFA,9.0,135.0,69.83241730769232,64.93045615384615,4.901961153846173
Cameroon,Denmark,38074,Group stage,South Africa,2010,2010-06-19,1,2,away_win,19.0,887.0,CAF,36.0,767.0,UEFA,17.0,120.0,59.91948615384615,64.05919923076922,-4.139713076923073
Ghana,Australia,34812,Group stage,South Africa,2010,2010-06-19,1,1,draw,32.0,800.0,CAF,20.0,886.0,AFC,-12.0,-86.0,63.09506576923078,59.69487971153847,3.4001860576923093
Netherlands,Japan,62010,Group stage,South Africa,2010,2010-06-19,1,0,home_win,4.0,1231.0,UEFA,45.0,682.0,AFC,41.0,549.0,66.82286346153847,61.568284519230765,5.25457894230771
Brazil,Côte d'Ivoire,84455,Group stage,South Africa,2010,2010-06-20,3,1,home_win,1.0,1611.0,CONMEBOL,27.0,856.0,CAF,26.0,755.0,71.18102653846155,,
Italy,New Zealand,38229,Group stage,South Africa,2010,2010-06-20,1,1,draw,5.0,1184.0,UEFA,78.0,410.0,OFC,73.0,774.0,68.45827307692308,53.55966451923077,14.898608557692306
Slovakia,Paraguay,26643,Group stage,South Africa,2010,2010-06-20,0,2,away_win,34.0,777.0,UEFA,31.0,820.0,CONMEBOL,-3.0,-43.0,58.77176490384615,61.38765480769232,-2.615889903846174
Portugal,North Korea,63644,Group stage,South Africa,2010,2010-06-21,7,0,home_win,3.0,1249.0,UEFA,105.0,285.0,AFC,102.0,964.0,68.66904192307692,,
Spain,Honduras,54386,Group stage,South Africa,2010,2010-06-21,2,0,home_win,2.0,1565.0,UEFA,38.0,734.0,CONCACAF,36.0,831.0,71.50423846153845,56.29921266666667,15.20502579487178
Chile,Switzerland,34872,Group stage,South Africa,2010,2010-06-21,1,0,home_win,18.0,888.0,CONMEBOL,24.0,866.0,UEFA,6.0,22.0,63.52331596153847,64.68190576923077,-1.1585898076922945
Nigeria,South Korea,61874,Group stage,South Africa,2010,2010-06-22,2,2,draw,21.0,883.0,CAF,47.0,632.0,AFC,26.0,251.0,60.60471115384616,,
France,South Africa,39415,Group stage,South Africa,2010,2010-06-22,1,2,away_win,9.0,1044.0,UEFA,83.0,392.0,CAF,74.0,652.0,69.714,58.53896730769231,11.175032692307688
Mexico,Uruguay,33425,Group stage,South Africa,2010,2010-06-22,0,1,away_win,17.0,895.0,CONCACAF,16.0,899.0,CONMEBOL,-1.0,-4.0,64.15167115384617,65.00322653846155,-0.8515553846153807
Greece,Argentina,38891,Group stage,South Africa,2010,2010-06-22,0,2,away_win,13.0,964.0,UEFA,7.0,1076.0,CONMEBOL,-6.0,-112.0,61.26938317307693,67.99343846153849,-6.724055288461557
Australia,Serbia,37836,Group stage,South Africa,2010,2010-06-23,2,1,home_win,20.0,886.0,AFC,15.0,947.0,UEFA,-5.0,-61.0,59.69487971153847,64.93045615384615,-5.235576442307682
Ghana,Germany,83391,Group stage,South Africa,2010,2010-06-23,0,1,away_win,32.0,800.0,CAF,6.0,1082.0,UEFA,-26.0,-282.0,63.09506576923078,69.83241730769232,-6.737351538461546
United States,Algeria,35827,Group stage,South Africa,2010,2010-06-23,1,0,home_win,14.0,957.0,CONCACAF,30.0,821.0,CAF,16.0,136.0,62.40566538461539,62.31388865384615,0.09177673076924009
Slovenia,England,36893,Group stage,South Africa,2010,2010-06-23,0,1,away_win,25.0,860.0,UEFA,8.0,1068.0,UEFA,-17.0,-208.0,59.45073961538462,68.18326346153846,-8.732523846153839
Paraguay,New Zealand,34850,Group stage,South Africa,2010,2010-06-24,0,0,draw,31.0,820.0,CONMEBOL,78.0,410.0,OFC,47.0,410.0,61.38765480769232,53.55966451923077,7.8279902884615495
Cameroon,Netherlands,63093,Group stage,South Africa,2010,2010-06-24,1,2,away_win,19.0,887.0,CAF,4.0,1231.0,UEFA,-15.0,-344.0,59.91948615384615,66.82286346153847,-6.903377307692324
Denmark,Japan,27967,Group stage,South Africa,2010,2010-06-24,1,3,away_win,36.0,767.0,UEFA,45.0,682.0,AFC,9.0,85.0,64.05919923076922,61.568284519230765,2.4909147115384584
Slovakia,Italy,53412,Group stage,South Africa,2010,2010-06-24,3,2,home_win,34.0,777.0,UEFA,5.0,1184.0,UEFA,-29.0,-407.0,58.77176490384615,68.45827307692308,-9.68650817307693
Portugal,Brazil,62712,Group stage,South Africa,2010,2010-06-25,0,0,draw,3.0,1249.0,UEFA,1.0,1611.0,CONMEBOL,-2.0,-362.0,68.66904192307692,71.18102653846155,-2.511984615384634
North Korea,Côte d'Ivoire,34763,Group stage,South Africa,2010,2010-06-25,0,3,away_win,105.0,285.0,AFC,27.0,856.0,CAF,-78.0,-571.0,,,
Switzerland,Honduras,28042,Group stage,South Africa,2010,2010-06-25,0,0,draw,24.0,866.0,UEFA,38.0,734.0,CONCACAF,14.0,132.0,64.68190576923077,56.29921266666667,8.382693102564097
Chile,Spain,41958,Group stage,South Africa,2010,2010-06-25,1,2,away_win,18.0,888.0,CONMEBOL,2.0,1565.0,UEFA,-16.0,-677.0,63.52331596153847,71.50423846153845,-7.980922499999977
United States,Ghana,34976,Round of 16,South Africa,2010,2010-06-26,1,2,away_win,14.0,957.0,CONCACAF,32.0,800.0,CAF,18.0,157.0,62.40566538461539,63.09506576923078,-0.6894003846153893
Uruguay,South Korea,30597,Round of 16,South Africa,2010,2010-06-26,2,1,home_win,16.0,899.0,CONMEBOL,47.0,632.0,AFC,31.0,267.0,65.00322653846155,,
Argentina,Mexico,84377,Round of 16,South Africa,2010,2010-06-27,3,1,home_win,7.0,1076.0,CONMEBOL,17.0,895.0,CONCACAF,10.0,181.0,67.99343846153849,64.15167115384617,3.841767307692322
Germany,England,40510,Round of 16,South Africa,2010,2010-06-27,4,1,home_win,6.0,1082.0,UEFA,8.0,1068.0,UEFA,2.0,14.0,69.83241730769232,68.18326346153846,1.6491538461538653
Brazil,Chile,54096,Round of 16,South Africa,2010,2010-06-28,3,0,home_win,1.0,1611.0,CONMEBOL,18.0,888.0,CONMEBOL,17.0,723.0,71.18102653846155,63.52331596153847,7.65771057692308
Netherlands,Slovakia,61962,Round of 16,South Africa,2010,2010-06-28,2,1,home_win,4.0,1231.0,UEFA,34.0,777.0,UEFA,30.0,454.0,66.82286346153847,58.77176490384615,8.051098557692328
Spain,Portugal,62955,Round of 16,South Africa,2010,2010-06-29,1,0,home_win,2.0,1565.0,UEFA,3.0,1249.0,UEFA,1.0,316.0,71.50423846153845,68.66904192307692,2.835196538461531
Paraguay,Japan,36742,Round of 16,South Africa,2010,2010-06-29,0,0,draw,31.0,820.0,CONMEBOL,45.0,682.0,AFC,14.0,138.0,61.38765480769232,61.568284519230765,-0.18062971153844387
Uruguay,Ghana,84017,Quarter-finals,South Africa,2010,2010-07-02,1,1,draw,16.0,899.0,CONMEBOL,32.0,800.0,CAF,16.0,99.0,65.00322653846155,63.09506576923078,1.9081607692307685
Netherlands,Brazil,40186,Quarter-finals,South Africa,2010,2010-07-02,2,1,home_win,4.0,1231.0,UEFA,1.0,1611.0,CONMEBOL,-3.0,-380.0,66.82286346153847,71.18102653846155,-4.358163076923077
Paraguay,Spain,55359,Quarter-finals,South Africa,2010,2010-07-03,0,1,away_win,31.0,820.0,CONMEBOL,2.0,1565.0,UEFA,-29.0,-745.0,61.38765480769232,71.50423846153845,-10.116583653846128
Argentina,Germany,64100,Quarter-finals,South Africa,2010,2010-07-03,0,4,away_win,7.0,1076.0,CONMEBOL,6.0,1082.0,UEFA,-1.0,-6.0,67.99343846153849,69.83241730769232,-1.8389788461538359
Uruguay,Netherlands,62479,Semi-finals,South Africa,2010,2010-07-06,2,3,away_win,16.0,899.0,CONMEBOL,4.0,1231.0,UEFA,-12.0,-332.0,65.00322653846155,66.82286346153847,-1.8196369230769278
Germany,Spain,60960,Semi-finals,South Africa,2010,2010-07-07,0,1,away_win,6.0,1082.0,UEFA,2.0,1565.0,UEFA,-4.0,-483.0,69.83241730769232,71.50423846153845,-1.6718211538461247
Uruguay,Germany,36254,Third-place match,South Africa,2010,2010-07-10,2,3,away_win,16.0,899.0,CONMEBOL,6.0,1082.0,UEFA,-10.0,-183.0,65.00322653846155,69.83241730769232,-4.829190769230777
Netherlands,Spain,84490,Final,South Africa,2010,2010-07-11,0,1,away_win,4.0,1231.0,UEFA,2.0,1565.0,UEFA,-2.0,-334.0,66.82286346153847,71.50423846153845,-4.681374999999974
Brazil,Croatia,62103,Group stage,Brazil,2014,2014-06-12,3,1,home_win,3.0,1242.0,CONMEBOL,18.0,903.0,UEFA,15.0,339.0,71.18102653846155,65.74488538461539,5.436141153846165
Chile,Australia,40275,Group stage,Brazil,2014,2014-06-13,3,1,home_win,14.0,1026.0,CONMEBOL,62.0,526.0,AFC,48.0,500.0,63.52331596153847,59.69487971153847,3.828436250000003
Spain,Netherlands,48173,Group stage,Brazil,2014,2014-06-13,1,5,away_win,1.0,1485.0,UEFA,15.0,981.0,UEFA,14.0,504.0,71.50423846153845,66.82286346153847,4.681374999999974
Mexico,Cameroon,39216,Group stage,Brazil,2014,2014-06-13,1,0,home_win,20.0,882.0,CONCACAF,56.0,558.0,CAF,36.0,324.0,64.15167115384617,59.91948615384615,4.232185000000015
Côte d'Ivoire,Japan,40267,Group stage,Brazil,2014,2014-06-14,2,1,home_win,23.0,809.0,CAF,46.0,626.0,AFC,23.0,183.0,,61.568284519230765,
England,Italy,39800,Group stage,Brazil,2014,2014-06-14,1,2,away_win,10.0,1090.0,UEFA,9.0,1104.0,UEFA,-1.0,-14.0,68.18326346153846,68.45827307692308,-0.27500961538461866
Uruguay,Costa Rica,58679,Group stage,Brazil,2014,2014-06-14,1,3,away_win,7.0,1147.0,CONMEBOL,28.0,762.0,CONCACAF,21.0,385.0,65.00322653846155,54.76753863461539,10.235687903846156
Colombia,Greece,57174,Group stage,Brazil,2014,2014-06-14,3,0,home_win,8.0,1137.0,CONMEBOL,12.0,1064.0,UEFA,4.0,73.0,64.20907144230769,61.26938317307693,2.939688269230757
Argentina,Bosnia and Herzegovina,74738,Group stage,Brazil,2014,2014-06-15,2,1,home_win,5.0,1175.0,CONMEBOL,21.0,873.0,UEFA,16.0,302.0,67.99343846153849,,
France,Honduras,43012,Group stage,Brazil,2014,2014-06-15,3,0,home_win,17.0,913.0,UEFA,33.0,731.0,CONCACAF,16.0,182.0,69.714,56.29921266666667,13.41478733333333
Switzerland,Ecuador,68351,Group stage,Brazil,2014,2014-06-15,2,1,home_win,6.0,1149.0,UEFA,26.0,791.0,CONMEBOL,20.0,358.0,64.68190576923077,57.17906759615385,7.502838173076917
Germany,Portugal,51081,Group stage,Brazil,2014,2014-06-16,4,0,home_win,2.0,1300.0,UEFA,4.0,1189.0,UEFA,2.0,111.0,69.83241730769232,68.66904192307692,1.1633753846154065
Iran,Nigeria,39081,Group stage,Brazil,2014,2014-06-16,0,0,draw,43.0,641.0,AFC,44.0,640.0,CAF,1.0,1.0,53.570152000000014,60.60471115384616,-7.034559153846146
Ghana,United States,39760,Group stage,Brazil,2014,2014-06-16,1,2,away_win,37.0,704.0,CAF,13.0,1035.0,CONCACAF,-24.0,-331.0,63.09506576923078,62.40566538461539,0.6894003846153893
Russia,South Korea,37603,Group stage,Brazil,2014,2014-06-17,1,1,draw,19.0,893.0,UEFA,57.0,547.0,AFC,38.0,346.0,63.45978846153847,,
Brazil,Mexico,60342,Group stage,Brazil,2014,2014-06-17,0,0,draw,3.0,1242.0,CONMEBOL,20.0,882.0,CONCACAF,17.0,360.0,71.18102653846155,64.15167115384617,7.029355384615386
Belgium,Algeria,56800,Group stage,Brazil,2014,2014-06-17,2,1,home_win,11.0,1074.0,UEFA,22.0,858.0,CAF,11.0,216.0,67.93338076923077,62.31388865384615,5.619492115384617
Cameroon,Croatia,39982,Group stage,Brazil,2014,2014-06-18,0,4,away_win,56.0,558.0,CAF,18.0,903.0,UEFA,-38.0,-345.0,59.91948615384615,65.74488538461539,-5.825399230769236
Spain,Chile,74101,Group stage,Brazil,2014,2014-06-18,0,2,away_win,1.0,1485.0,UEFA,14.0,1026.0,CONMEBOL,13.0,459.0,71.50423846153845,63.52331596153847,7.980922499999977
Australia,Netherlands,42877,Group stage,Brazil,2014,2014-06-18,2,3,away_win,62.0,526.0,AFC,15.0,981.0,UEFA,-47.0,-455.0,59.69487971153847,66.82286346153847,-7.127983750000006
Japan,Greece,39485,Group stage,Brazil,2014,2014-06-19,0,0,draw,46.0,626.0,AFC,12.0,1064.0,UEFA,-34.0,-438.0,61.568284519230765,61.26938317307693,0.29890134615383346
Uruguay,England,62575,Group stage,Brazil,2014,2014-06-19,2,1,home_win,7.0,1147.0,CONMEBOL,10.0,1090.0,UEFA,3.0,57.0,65.00322653846155,68.18326346153846,-3.180036923076912
Colombia,Côte d'Ivoire,68748,Group stage,Brazil,2014,2014-06-19,2,1,home_win,8.0,1137.0,CONMEBOL,23.0,809.0,CAF,15.0,328.0,64.20907144230769,,
Honduras,Ecuador,39224,Group stage,Brazil,2014,2014-06-20,1,2,away_win,33.0,731.0,CONCACAF,26.0,791.0,CONMEBOL,-7.0,-60.0,56.29921266666667,57.17906759615385,-0.8798549294871805
Switzerland,France,51003,Group stage,Brazil,2014,2014-06-20,2,5,away_win,6.0,1149.0,UEFA,17.0,913.0,UEFA,11.0,236.0,64.68190576923077,69.714,-5.032094230769232
Italy,Costa Rica,40285,Group stage,Brazil,2014,2014-06-20,0,1,away_win,9.0,1104.0,UEFA,28.0,762.0,CONCACAF,19.0,342.0,68.45827307692308,54.76753863461539,13.690734442307686
Argentina,Iran,57698,Group stage,Brazil,2014,2014-06-21,1,0,home_win,5.0,1175.0,CONMEBOL,43.0,641.0,AFC,38.0,534.0,67.99343846153849,53.570152000000014,14.423286461538474
Germany,Ghana,59621,Group stage,Brazil,2014,2014-06-21,2,2,draw,2.0,1300.0,UEFA,37.0,704.0,CAF,35.0,596.0,69.83241730769232,63.09506576923078,6.737351538461546
Nigeria,Bosnia and Herzegovina,40499,Group stage,Brazil,2014,2014-06-21,1,0,home_win,44.0,640.0,CAF,21.0,873.0,UEFA,-23.0,-233.0,60.60471115384616,,
United States,Portugal,40123,Group stage,Brazil,2014,2014-06-22,2,2,draw,13.0,1035.0,CONCACAF,4.0,1189.0,UEFA,-9.0,-154.0,62.40566538461539,68.66904192307692,-6.263376538461529
South Korea,Algeria,42732,Group stage,Brazil,2014,2014-06-22,2,4,away_win,57.0,547.0,AFC,22.0,858.0,CAF,-35.0,-311.0,,62.31388865384615,
Belgium,Russia,73819,Group stage,Brazil,2014,2014-06-22,1,0,home_win,11.0,1074.0,UEFA,19.0,893.0,UEFA,8.0,181.0,67.93338076923077,63.45978846153847,4.473592307692293
Cameroon,Brazil,69112,Group stage,Brazil,2014,2014-06-23,1,4,away_win,56.0,558.0,CAF,3.0,1242.0,CONMEBOL,-53.0,-684.0,59.91948615384615,71.18102653846155,-11.261540384615401
Croatia,Mexico,41212,Group stage,Brazil,2014,2014-06-23,1,3,away_win,18.0,903.0,UEFA,20.0,882.0,CONCACAF,2.0,21.0,65.74488538461539,64.15167115384617,1.5932142307692203
Netherlands,Chile,62996,Group stage,Brazil,2014,2014-06-23,2,0,home_win,15.0,981.0,UEFA,14.0,1026.0,CONMEBOL,-1.0,-45.0,66.82286346153847,63.52331596153847,3.2995475000000027
Australia,Spain,39375,Group stage,Brazil,2014,2014-06-23,0,3,away_win,62.0,526.0,AFC,1.0,1485.0,UEFA,-61.0,-959.0,59.69487971153847,71.50423846153845,-11.80935874999998
Greece,Côte d'Ivoire,59095,Group stage,Brazil,2014,2014-06-24,2,1,home_win,12.0,1064.0,UEFA,23.0,809.0,CAF,11.0,255.0,61.26938317307693,,
Japan,Colombia,40340,Group stage,Brazil,2014,2014-06-24,1,4,away_win,46.0,626.0,AFC,8.0,1137.0,CONMEBOL,-38.0,-511.0,61.568284519230765,64.20907144230769,-2.6407869230769236
Italy,Uruguay,39706,Group stage,Brazil,2014,2014-06-24,0,1,away_win,9.0,1104.0,UEFA,7.0,1147.0,CONMEBOL,-2.0,-43.0,68.45827307692308,65.00322653846155,3.4550465384615308
Costa Rica,England,57823,Group stage,Brazil,2014,2014-06-24,0,0,draw,28.0,762.0,CONCACAF,10.0,1090.0,UEFA,-18.0,-328.0,54.76753863461539,68.18326346153846,-13.415724826923068
Nigeria,Argentina,43285,Group stage,Brazil,2014,2014-06-25,2,3,away_win,44.0,640.0,CAF,5.0,1175.0,CONMEBOL,-39.0,-535.0,60.60471115384616,67.99343846153849,-7.388727307692328
Bosnia and Herzegovina,Iran,48011,Group stage,Brazil,2014,2014-06-25,3,1,home_win,21.0,873.0,UEFA,43.0,641.0,AFC,22.0,232.0,,53.570152000000014,
Ecuador,France,73749,Group stage,Brazil,2014,2014-06-25,0,0,draw,26.0,791.0,CONMEBOL,17.0,913.0,UEFA,-9.0,-122.0,57.17906759615385,69.714,-12.534932403846149
Honduras,Switzerland,40322,Group stage,Brazil,2014,2014-06-25,0,3,away_win,33.0,731.0,CONCACAF,6.0,1149.0,UEFA,-27.0,-418.0,56.29921266666667,64.68190576923077,-8.382693102564097
Algeria,Russia,39311,Group stage,Brazil,2014,2014-06-26,1,1,draw,22.0,858.0,CAF,19.0,893.0,UEFA,-3.0,-35.0,62.31388865384615,63.45978846153847,-1.1458998076923237
South Korea,Belgium,61397,Group stage,Brazil,2014,2014-06-26,0,1,away_win,57.0,547.0,AFC,11.0,1074.0,UEFA,-46.0,-527.0,,67.93338076923077,
Portugal,Ghana,67540,Group stage,Brazil,2014,2014-06-26,2,1,home_win,4.0,1189.0,UEFA,37.0,704.0,CAF,33.0,485.0,68.66904192307692,63.09506576923078,5.573976153846139
United States,Germany,41876,Group stage,Brazil,2014,2014-06-26,0,1,away_win,13.0,1035.0,CONCACAF,2.0,1300.0,UEFA,-11.0,-265.0,62.40566538461539,69.83241730769232,-7.426751923076935
Colombia,Uruguay,73804,Round of 16,Brazil,2014,2014-06-28,2,0,home_win,8.0,1137.0,CONMEBOL,7.0,1147.0,CONMEBOL,-1.0,-10.0,64.20907144230769,65.00322653846155,-0.7941550961538582
Brazil,Chile,57714,Round of 16,Brazil,2014,2014-06-28,1,1,draw,3.0,1242.0,CONMEBOL,14.0,1026.0,CONMEBOL,11.0,216.0,71.18102653846155,63.52331596153847,7.65771057692308
Costa Rica,Greece,41242,Round of 16,Brazil,2014,2014-06-29,1,1,draw,28.0,762.0,CONCACAF,12.0,1064.0,UEFA,-16.0,-302.0,54.76753863461539,61.26938317307693,-6.50184453846154
Netherlands,Mexico,58817,Round of 16,Brazil,2014,2014-06-29,2,1,home_win,15.0,981.0,UEFA,20.0,882.0,CONCACAF,5.0,99.0,66.82286346153847,64.15167115384617,2.6711923076923085
Germany,Algeria,43063,Round of 16,Brazil,2014,2014-06-30,2,1,home_win,2.0,1300.0,UEFA,22.0,858.0,CAF,20.0,442.0,69.83241730769232,62.31388865384615,7.518528653846175
France,Nigeria,67882,Round of 16,Brazil,2014,2014-06-30,2,0,home_win,17.0,913.0,UEFA,44.0,640.0,CAF,27.0,273.0,69.714,60.60471115384616,9.109288846153838
Belgium,United States,51227,Round of 16,Brazil,2014,2014-07-01,2,1,home_win,11.0,1074.0,UEFA,13.0,1035.0,CONCACAF,2.0,39.0,67.93338076923077,62.40566538461539,5.527715384615377
Argentina,Switzerland,63255,Round of 16,Brazil,2014,2014-07-01,1,0,home_win,5.0,1175.0,CONMEBOL,6.0,1149.0,UEFA,1.0,26.0,67.99343846153849,64.68190576923077,3.311532692307722
Brazil,Colombia,60342,Quarter-finals,Brazil,2014,2014-07-04,2,1,home_win,3.0,1242.0,CONMEBOL,8.0,1137.0,CONMEBOL,5.0,105.0,71.18102653846155,64.20907144230769,6.971955096153863
France,Germany,74240,Quarter-finals,Brazil,2014,2014-07-04,0,1,away_win,17.0,913.0,UEFA,2.0,1300.0,UEFA,-15.0,-387.0,69.714,69.83241730769232,-0.11841730769232583
Netherlands,Costa Rica,51179,Quarter-finals,Brazil,2014,2014-07-05,0,0,draw,15.0,981.0,UEFA,28.0,762.0,CONCACAF,13.0,219.0,66.82286346153847,54.76753863461539,12.055324826923083
Argentina,Belgium,68551,Quarter-finals,Brazil,2014,2014-07-05,1,0,home_win,5.0,1175.0,CONMEBOL,11.0,1074.0,UEFA,6.0,101.0,67.99343846153849,67.93338076923077,0.06005769230772273
Brazil,Germany,58141,Semi-finals,Brazil,2014,2014-07-08,1,7,away_win,3.0,1242.0,CONMEBOL,2.0,1300.0,UEFA,-1.0,-58.0,71.18102653846155,69.83241730769232,1.3486092307692275
Netherlands,Argentina,63267,Semi-finals,Brazil,2014,2014-07-09,0,0,draw,15.0,981.0,UEFA,5.0,1175.0,CONMEBOL,-10.0,-194.0,66.82286346153847,67.99343846153849,-1.1705750000000137
